REGION;PROVINCIA;NOMBRE COMUNA;DISTRITO;LOCALIDAD;ENTIDAD;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"7";CURICA;CURICA ALTO;Parcela-Hijuela;111;59;52;7;12;73;19;0;Indeterminado;"68";"0";"43";"68";"43";"66";"0";"0";"0";"2";"0";"0";"0";"5";"26";"8";"4";"0";"5";"0";"37";"0";"0";"1";"0";"30";"2";"8";"3";"0";"20";"22";"1";"2";"24";"17";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"7";CURICA;CURICA BAJO;Parcela-Hijuela;77;41;36;8;9;45;15;0;Indeterminado;"32";"0";"22";"32";"22";"29";"0";"0";"0";"2";"0";"1";"1";"9";"10";"1";"1";"0";"6";"0";"15";"0";"0";"1";"0";"18";"1";"2";"0";"1";"16";"4";"2";"0";"21";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"7";CHANGARAL ALTO;CHANGARAL ALTO;Parcela-Hijuela;40;18;22;Indeterminado;Indeterminado;24;8;0;0;"18";"0";"13";"18";"13";"18";"0";"0";"0";"0";"0";"0";"0";"0";"5";"7";"0";"1";"1";"0";"12";"0";"0";"0";"0";"7";"2";"4";"0";"0";"2";"10";"1";"0";"9";"4";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"1";LAJUELAS;LAJUELAS;Caserío;120;57;63;6;14;78;22;0;Indeterminado;"55";"0";"46";"55";"46";"53";"0";"0";"0";"2";"0";"0";"0";"2";"30";"10";"3";"1";"1";"0";"45";"0";"0";"0";"0";"25";"7";"5";"9";"0";"20";"25";"1";"44";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";LOS MONTES;LOS MONTES;Caserío;75;34;41;5;13;47;10;Indeterminado;Indeterminado;"29";"0";"24";"29";"24";"29";"0";"0";"0";"0";"0";"0";"1";"6";"10";"5";"1";"1";"1";"0";"22";"0";"0";"1";"0";"23";"1";"0";"0";"0";"17";"5";"2";"11";"13";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"3";GUAIHUE;GUAIHUE CHICO;Fundo-Estancia-Hacienda;10;5;5;0;Indeterminado;Indeterminado;0;Indeterminado;0;"5";"0";"4";"5";"4";"4";"0";"0";"1";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"3";"0";"0";"0";"1";"3";"0";"1";"0";"3";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";QUILLINCO;QUILLINCO;Caserío;90;Indeterminado;Indeterminado;6;Indeterminado;Indeterminado;8;0;Indeterminado;"31";"0";"28";"31";"28";"29";"0";"0";"0";"2";"0";"0";"0";"2";"19";"5";"1";"1";"2";"0";"26";"0";"0";"0";"0";"20";"2";"5";"1";"0";"15";"12";"1";"17";"7";"4";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";LAJUELA;LAJUELA;Caserío;56;27;29;5;8;38;5;0;Indeterminado;"28";"0";"17";"28";"17";"28";"0";"0";"0";"0";"0";"0";"0";"2";"13";"1";"1";"0";"2";"0";"14";"1";"0";"0";"0";"14";"0";"1";"2";"0";"12";"5";"0";"7";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"4";MONTE ATRAVESADO;MONTE ATRAVESADO;Parcela-Hijuela;12;5;7;0;0;Indeterminado;Indeterminado;0;Indeterminado;"9";"0";"5";"9";"5";"9";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"2";"0";"1";"2";"0";"2";"3";"0";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";LILAHUE;ALTO LILAHUE;Caserío;57;27;30;6;Indeterminado;39;Indeterminado;0;0;"38";"0";"20";"38";"21";"33";"0";"0";"0";"2";"0";"3";"0";"6";"10";"1";"2";"1";"0";"0";"20";"0";"0";"0";"0";"16";"1";"2";"0";"1";"14";"4";"2";"13";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";GUAMPANGUE;GUAMPANGUE;Parcela-Hijuela;21;8;13;Indeterminado;Indeterminado;16;Indeterminado;0;0;"7";"0";"7";"7";"7";"7";"0";"0";"0";"0";"0";"0";"0";"2";"1";"4";"0";"0";"0";"0";"7";"0";"0";"0";"0";"5";"0";"2";"0";"0";"3";"4";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";PUYARAL;PUYARAL;Caserío;201;103;98;7;22;126;46;0;Indeterminado;"83";"0";"73";"83";"73";"81";"0";"0";"1";"1";"0";"0";"2";"26";"31";"6";"7";"1";"6";"0";"67";"0";"0";"0";"0";"65";"2";"4";"1";"1";"53";"18";"2";"71";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";LOS AROMOS;LOS AROMOS;Caserío;161;84;77;7;23;117;14;0;4;"69";"0";"58";"69";"59";"68";"0";"0";"0";"1";"0";"0";"4";"8";"35";"10";"0";"1";"1";"0";"56";"0";"0";"1";"0";"51";"4";"2";"1";"0";"41";"16";"1";"52";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";LOS SAUCES;LOS SAUCES;Parcela-Hijuela;17;10;7;0;Indeterminado;Indeterminado;0;Indeterminado;0;"12";"0";"6";"12";"6";"12";"0";"0";"0";"0";"0";"0";"1";"3";"0";"0";"2";"0";"2";"0";"4";"0";"0";"0";"0";"5";"0";"0";"1";"0";"4";"2";"0";"4";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";SAN PEDRO LILAHUE;SAN PEDRO LILAHUE;Caserío;59;27;32;Indeterminado;Indeterminado;37;Indeterminado;0;0;"17";"0";"16";"17";"17";"16";"0";"0";"0";"1";"0";"0";"1";"5";"3";"5";"2";"0";"0";"0";"15";"0";"0";"0";"0";"11";"3";"1";"1";"0";"9";"6";"0";"15";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";MONTE LEÓN SUR;LOS TILOS;Fundo-Estancia-Hacienda;27;14;13;Indeterminado;Indeterminado;19;6;Indeterminado;0;"7";"0";"7";"7";"7";"7";"0";"0";"0";"0";"0";"0";"1";"2";"4";"0";"0";"0";"4";"0";"3";"0";"0";"0";"0";"7";"0";"0";"0";"0";"7";"0";"0";"3";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";DADINCO;DADINCO;Parcela-Hijuela;135;66;69;11;17;89;18;0;Indeterminado;"60";"0";"47";"60";"47";"60";"0";"0";"0";"0";"0";"0";"1";"16";"25";"3";"1";"1";"3";"0";"44";"0";"0";"0";"0";"43";"1";"3";"0";"0";"38";"8";"1";"40";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";DADINCO;DADINCO DOS;Caserío;85;45;40;7;10;60;8;0;Indeterminado;"29";"0";"29";"29";"30";"29";"0";"0";"0";"0";"0";"0";"3";"13";"9";"4";"0";"0";"4";"0";"25";"0";"0";"0";"0";"24";"2";"0";"3";"0";"22";"7";"0";"27";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";DADINCO;DADINCO;Caserío;235;126;109;14;26;170;25;Indeterminado;8;"85";"0";"77";"85";"78";"85";"0";"0";"0";"0";"0";"0";"2";"17";"52";"6";"0";"0";"0";"0";"77";"0";"0";"0";"0";"68";"8";"1";"0";"0";"64";"13";"0";"76";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";PUYARAL;PUYARAL;Caserío;97;49;48;7;11;64;15;0;0;"29";"0";"27";"29";"27";"29";"0";"0";"0";"0";"0";"0";"1";"10";"11";"1";"4";"0";"1";"0";"26";"0";"0";"0";"0";"24";"0";"1";"0";"0";"20";"5";"0";"27";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"1";HUAMPULI;HUAMPULI;Parcela-Hijuela;43;24;19;Indeterminado;Indeterminado;30;7;0;Indeterminado;"24";"0";"15";"24";"15";"24";"0";"0";"0";"0";"0";"0";"0";"2";"12";"0";"1";"0";"0";"0";"15";"0";"0";"0";"0";"13";"2";"0";"0";"0";"13";"2";"0";"1";"12";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";INDETERMINADA;INDETERMINADA;Indeterminada;50;29;21;0;10;33;7;0;0;"24";"0";"14";"24";"14";"23";"0";"0";"0";"1";"0";"0";"1";"4";"2";"3";"3";"1";"1";"0";"13";"0";"0";"0";"0";"10";"2";"1";"0";"0";"5";"7";"1";"6";"6";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";QUILLAHUE;INDETERMINADA;Indeterminada;99;52;47;7;9;60;23;0;4;"36";"0";"28";"36";"29";"36";"0";"0";"0";"0";"0";"0";"1";"1";"21";"3";"2";"0";"1";"0";"27";"0";"0";"0";"0";"22";"2";"2";"1";"1";"19";"8";"1";"0";"21";"7";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"2";VIDICO;INDETERMINADA;Indeterminada;66;34;32;Indeterminado;Indeterminado;48;10;0;4;"42";"0";"27";"42";"27";"34";"0";"0";"1";"7";"0";"0";"1";"3";"8";"10";"3";"1";"0";"0";"26";"1";"0";"0";"0";"21";"3";"1";"1";"1";"11";"13";"2";"0";"9";"18";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"4";CHANGARAL;INDETERMINADA;Indeterminada;65;34;31;Indeterminado;Indeterminado;38;Indeterminado;0;Indeterminado;"30";"0";"24";"30";"25";"30";"0";"0";"0";"0";"0";"0";"0";"2";"12";"2";"8";"0";"1";"0";"23";"0";"0";"0";"0";"16";"3";"0";"5";"0";"11";"13";"0";"22";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"4";PEÑA SANTA ROSA;INDETERMINADA;Indeterminada;79;40;39;Indeterminado;Indeterminado;53;16;0;0;"41";"0";"31";"41";"31";"41";"0";"0";"0";"0";"0";"0";"3";"3";"19";"5";"1";"0";"0";"0";"31";"0";"0";"0";"0";"24";"2";"2";"3";"0";"20";"11";"0";"27";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"4";TRILICO;INDETERMINADA;Indeterminada;32;21;11;Indeterminado;Indeterminado;20;9;0;0;"13";"0";"11";"13";"11";"13";"0";"0";"0";"0";"0";"0";"0";"6";"0";"2";"2";"1";"0";"0";"11";"0";"0";"0";"0";"10";"0";"0";"1";"0";"6";"4";"1";"0";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";EL MANZANO;INDETERMINADA;Indeterminada;142;67;75;7;Indeterminado;98;Indeterminado;0;Indeterminado;"61";"0";"49";"61";"49";"59";"0";"0";"0";"0";"0";"2";"12";"9";"19";"4";"5";"0";"2";"0";"47";"0";"0";"0";"0";"43";"5";"0";"0";"1";"35";"13";"1";"42";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";EL MANZANO NORTE;INDETERMINADA;Indeterminada;211;109;102;20;37;133;21;Indeterminado;Indeterminado;"86";"0";"70";"86";"70";"75";"0";"0";"3";"8";"0";"0";"7";"10";"37";"12";"4";"0";"0";"0";"69";"0";"0";"0";"0";"48";"9";"8";"3";"2";"40";"27";"2";"62";"4";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"5";MONTE LEÓN;INDETERMINADA;Indeterminada;28;16;12;Indeterminado;4;19;Indeterminado;0;0;"8";"0";"7";"8";"7";"8";"0";"0";"0";"0";"0";"0";"1";"1";"4";"0";"1";"0";"2";"0";"5";"0";"0";"0";"0";"4";"2";"0";"1";"0";"4";"3";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"6";EL MANZANO;INDETERMINADA;Indeterminada;205;98;107;17;27;148;13;0;5;"75";"0";"67";"75";"67";"75";"0";"0";"0";"0";"0";"0";"0";"7";"51";"6";"2";"0";"8";"0";"58";"0";"0";"0";"0";"57";"5";"3";"1";"0";"50";"15";"0";"61";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"7";CHANGARAL SUR;INDETERMINADA;Indeterminada;69;39;30;Indeterminado;Indeterminado;52;9;0;Indeterminado;"27";"0";"23";"27";"24";"27";"0";"0";"0";"0";"0";"0";"0";"8";"12";"2";"1";"0";"1";"0";"22";"0";"0";"0";"0";"22";"0";"1";"0";"0";"19";"4";"0";"18";"4";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN NICOLÁS;"7";PINTÚ;INDETERMINADA;Indeterminada;57;27;30;5;8;29;15;0;0;"26";"0";"20";"26";"20";"26";"0";"0";"0";"0";"0";"0";"0";"8";"8";"2";"2";"0";"0";"0";"20";"0";"0";"0";"0";"16";"3";"0";"1";"0";"14";"6";"0";"0";"14";"6";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";NINQUIHUE;LAS NIEVES;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"3";"0";"0";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";SAN CAMILO;SAN CAMILO;Parcela-Hijuela;219;109;110;11;26;154;28;0;4;"87";"0";"68";"87";"68";"87";"0";"0";"0";"0";"0";"0";"2";"23";"34";"7";"1";"1";"4";"0";"64";"0";"0";"0";"0";"58";"3";"5";"2";"0";"52";"15";"1";"66";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";SAN CAMILO;LAS LUCES;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";SAN CAMILO;CUADRAPANGUE;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";MENELHUE;CHORRILLOS;Parcela-Hijuela;92;42;50;5;13;58;16;Indeterminado;5;"34";"0";"34";"34";"34";"34";"0";"0";"0";"0";"0";"0";"3";"12";"14";"5";"0";"0";"2";"0";"31";"0";"0";"0";"0";"33";"1";"0";"0";"0";"28";"5";"0";"21";"13";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";MENELHUE;LA PRIMAVERA;Parcela-Hijuela;278;141;137;18;34;185;41;0;4;"98";"0";"92";"98";"93";"96";"0";"0";"0";"1";"0";"1";"4";"23";"49";"15";"0";"1";"5";"0";"87";"0";"0";"0";"0";"81";"6";"2";"3";"0";"68";"23";"1";"55";"34";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";MENELHUE;MENELHUE;Parcela-Hijuela;67;35;32;4;7;45;11;0;8;"30";"0";"25";"30";"26";"28";"0";"0";"0";"2";"0";"0";"0";"9";"11";"4";"0";"1";"3";"0";"22";"0";"0";"0";"0";"24";"0";"1";"0";"0";"19";"5";"1";"0";"24";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";MENELHUE;LA PRIMAVERA;Caserío;295;142;153;32;40;204;19;Indeterminado;25;"104";"0";"94";"104";"96";"102";"0";"0";"0";"2";"0";"0";"27";"38";"21";"6";"1";"1";"3";"0";"91";"0";"0";"0";"0";"78";"5";"7";"3";"0";"73";"19";"1";"94";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";SANTA ISABEL;SANTA ISABEL;Parcela-Hijuela;21;10;11;0;Indeterminado;13;Indeterminado;0;0;"12";"0";"9";"12";"9";"12";"0";"0";"0";"0";"0";"0";"0";"3";"6";"0";"0";"0";"1";"0";"8";"0";"0";"0";"0";"9";"0";"0";"0";"0";"9";"0";"0";"7";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";MONTE BLANCO;MONTE BLANCO;Caserío;210;104;106;21;25;143;21;0;13;"70";"0";"68";"70";"68";"68";"0";"0";"0";"2";"0";"0";"8";"19";"29";"11";"1";"0";"0";"0";"68";"0";"0";"0";"0";"62";"0";"3";"3";"0";"53";"15";"0";"62";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;VISTA HERMOSA;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;CUADRAPANGUE;Parcela-Hijuela;74;36;38;6;6;52;10;Indeterminado;0;"38";"0";"24";"38";"24";"38";"0";"0";"0";"0";"0";"0";"1";"16";"6";"1";"0";"0";"0";"0";"24";"0";"0";"0";"0";"22";"1";"1";"0";"0";"21";"3";"0";"20";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;EL MANZANAL;Caserío;263;140;123;15;32;180;36;0;Indeterminado;"98";"0";"94";"98";"95";"89";"0";"0";"0";"9";"0";"0";"3";"11";"57";"19";"2";"2";"5";"0";"88";"0";"0";"1";"0";"72";"8";"5";"7";"2";"60";"31";"3";"81";"10";"1";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;QUILELTO;Parcela-Hijuela;78;43;35;5;6;50;17;0;Indeterminado;"35";"0";"27";"35";"27";"35";"0";"0";"0";"0";"0";"0";"6";"3";"13";"3";"1";"0";"0";"0";"27";"0";"0";"0";"0";"22";"3";"0";"2";"0";"18";"8";"0";"20";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;QUILELTO SUR;Caserío;148;81;67;7;17;103;21;0;Indeterminado;"53";"0";"49";"53";"49";"52";"0";"0";"0";"1";"0";"0";"2";"17";"23";"7";"0";"0";"1";"0";"48";"0";"0";"0";"0";"46";"0";"0";"3";"0";"39";"10";"0";"49";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;SANTA ISIDORA;Fundo-Estancia-Hacienda;13;7;6;0;Indeterminado;Indeterminado;0;0;0;"5";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"4";"1";"0";"0";"0";"4";"1";"0";"5";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";SANTA FILOMENA;PICHOCO;Parcela-Hijuela;101;55;46;10;13;62;16;Indeterminado;0;"39";"0";"34";"39";"34";"38";"0";"0";"0";"1";"0";"0";"0";"10";"19";"4";"0";"1";"0";"0";"34";"0";"0";"0";"0";"31";"1";"1";"1";"0";"28";"5";"1";"0";"33";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MONTE BLANCO;MONTE BLANCO;Caserío;260;122;138;14;38;160;48;0;13;"109";"0";"87";"109";"87";"102";"0";"0";"0";"7";"0";"0";"15";"24";"29";"18";"0";"1";"7";"0";"80";"0";"0";"0";"0";"76";"5";"3";"2";"0";"62";"23";"1";"80";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MONTE BLANCO;SANTA MARTA;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"4";"0";"0";"4";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MONTE BLANCO;MONTE BLANCO CHICO NORTE;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MONTE BLANCO;MONTE BLANCO CHICO;Parcela-Hijuela;27;15;12;Indeterminado;4;18;Indeterminado;0;0;"7";"0";"6";"7";"6";"7";"0";"0";"0";"0";"0";"0";"0";"3";"3";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"5";"0";"0";"1";"0";"5";"1";"0";"4";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";EL TORREÓN;EL TORREÓN;Parcela-Hijuela;53;23;30;5;Indeterminado;36;Indeterminado;0;Indeterminado;"23";"0";"21";"23";"21";"22";"0";"0";"0";"1";"0";"0";"1";"7";"13";"0";"0";"0";"0";"0";"21";"0";"0";"0";"0";"16";"3";"0";"1";"1";"16";"4";"1";"12";"8";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";EL TORREÓN;EL TORREÓN SUR;Parcela-Hijuela;39;20;19;Indeterminado;10;23;Indeterminado;0;4;"12";"0";"11";"12";"11";"12";"0";"0";"0";"0";"0";"0";"0";"3";"5";"3";"0";"0";"0";"1";"10";"0";"0";"0";"0";"9";"0";"1";"0";"1";"7";"3";"1";"7";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";EL TORREÓN;LAS CAMELIAS;Caserío;39;22;17;Indeterminado;Indeterminado;28;6;0;0;"14";"0";"13";"14";"13";"12";"0";"0";"0";"2";"0";"0";"0";"3";"9";"0";"0";"1";"1";"0";"12";"0";"0";"0";"0";"9";"3";"0";"1";"0";"9";"3";"1";"6";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";LAS DUMAS;LAS DUMAS;Parcela-Hijuela;151;84;67;6;15;102;28;0;10;"55";"0";"53";"55";"53";"54";"0";"0";"0";"1";"0";"0";"6";"22";"16";"7";"0";"2";"2";"0";"51";"0";"0";"0";"0";"44";"2";"6";"1";"0";"37";"14";"2";"32";"20";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;ISLA LOS BAEZA;Parcela-Hijuela;46;24;22;8;Indeterminado;31;Indeterminado;0;Indeterminado;"14";"0";"13";"14";"13";"14";"0";"0";"0";"0";"0";"0";"0";"3";"6";"3";"0";"1";"0";"0";"13";"0";"0";"0";"0";"9";"2";"0";"1";"1";"6";"5";"2";"0";"10";"3";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;LAS PIRCAS;Parcela-Hijuela;123;64;59;9;23;77;14;0;0;"46";"0";"39";"46";"39";"43";"0";"0";"0";"3";"0";"0";"0";"23";"6";"7";"1";"2";"1";"0";"38";"0";"0";"0";"0";"30";"1";"2";"4";"2";"26";"9";"4";"11";"20";"7";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;MUTICURA;Caserío;64;30;34;Indeterminado;Indeterminado;50;9;0;Indeterminado;"29";"0";"23";"29";"23";"29";"0";"0";"0";"0";"0";"0";"6";"3";"4";"10";"0";"0";"2";"0";"21";"0";"0";"0";"0";"18";"0";"5";"0";"0";"12";"11";"0";"22";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;MUTICURA ORIENTE;Caserío;84;42;42;8;14;54;8;0;Indeterminado;"24";"0";"24";"24";"24";"23";"0";"0";"0";"1";"0";"0";"5";"7";"6";"5";"0";"1";"0";"0";"24";"0";"0";"0";"0";"14";"0";"9";"1";"0";"8";"15";"1";"19";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;EL PANTANAL;Fundo-Estancia-Hacienda;0;0;0;0;0;0;0;0;0;"2";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
